order_id,date,customer_id,category,product,region,channel,quantity,unit_price,discount_pct,revenue
ORD00783,2023-02-20,CUST0421,Beauty,Perfume,Central,Mobile App,6,44.14,0,264.84
ORD01602,2023-02-21,CUST0478,Electronics,Headphones,Central,In-Store,1,1359.95,5,1291.95
ORD01803,2023-02-21,CUST0182,Sports,Yoga Mat,East,In-Store,7,16.34,5,108.66
ORD00463,2023-02-21,CUST0170,Clothing,Sneakers,South,Online,3,135.67,0,407.01
ORD00041,2023-02-21,CUST0038,Home & Kitchen,Blender,Central,Online,10,32.52,10,292.68
ORD01438,2023-02-22,CUST0299,Clothing,Jacket,Central,In-Store,5,42.48,5,201.78
ORD01057,2023-02-22,CUST0422,Electronics,Laptop,Central,Online,10,1216.15,20,9729.2
ORD00797,2023-02-22,CUST0208,Home & Kitchen,Air Fryer,North,In-Store,3,193.2,10,521.64
ORD01201,2023-02-22,CUST0365,Clothing,Dress,Central,Mobile App,10,59.2,5,562.4
ORD01466,2023-02-22,CUST0076,Beauty,Serum,West,Online,10,114.66,15,974.61
ORD01841,2023-02-22,CUST0046,Clothing,Dress,Central,Mobile App,4,118.6,10,426.96
ORD00365,2023-02-22,CUST0410,Electronics,Smartphone,Central,Online,2,467.52,10,841.54
ORD01662,2023-02-23,CUST0020,Clothing,Dress,East,Online,9,117.49,20,845.93
ORD01287,2023-02-23,CUST0401,Electronics,Laptop,North,Online,4,690.3,5,2623.14
ORD01141,2023-02-23,CUST0233,Home & Kitchen,Vacuum,North,In-Store,6,110.9,0,665.4
ORD00542,2023-02-24,CUST0024,Home & Kitchen,Air Fryer,South,In-Store,6,177.88,15,907.19
ORD00983,2023-02-24,CUST0090,Beauty,Lipstick,South,In-Store,4,112.91,0,451.64
ORD00856,2023-02-24,CUST0059,Electronics,Tablet,West,Mobile App,10,994.59,0,9945.9
ORD01429,2023-02-24,CUST0073,Books,Data Science,East,In-Store,10,15.55,0,155.5
ORD00067,2023-02-24,CUST0399,Clothing,Jeans,West,Online,1,105.29,20,84.23
ORD00933,2023-02-25,CUST0017,Electronics,Tablet,Central,Mobile App,1,1184.53,0,1184.53
ORD00170,2023-02-25,CUST0180,Books,SQL Mastery,Central,In-Store,8,20.64,0,165.12
ORD00030,2023-02-25,CUST0128,Beauty,Moisturizer,South,Online,6,16.67,20,80.02
ORD01534,2023-02-26,CUST0299,Home & Kitchen,Cookware Set,West,In-Store,9,197.03,15,1507.28
ORD00980,2023-02-27,CUST0293,Beauty,Moisturizer,Central,Online,3,53.66,0,160.98
ORD01353,2023-02-27,CUST0252,Home & Kitchen,Air Fryer,South,Online,7,90.99,15,541.39
ORD01569,2023-02-27,CUST0262,Clothing,Jacket,North,Online,9,34.19,5,292.32
ORD01250,2023-02-27,CUST0046,Clothing,Jeans,East,Mobile App,5,53.68,0,268.4
ORD01789,2023-02-27,CUST0273,Electronics,Smartwatch,South,Mobile App,9,319.79,20,2302.49
ORD00302,2023-02-27,CUST0017,Sports,Running Shoes,West,Mobile App,4,43.7,15,148.58
ORD01566,2023-02-28,CUST0336,Clothing,Jeans,North,Online,1,133.26,0,133.26
ORD00350,2023-02-28,CUST0478,Clothing,Jacket,Central,Online,7,68.89,0,482.23
ORD00159,2023-02-28,CUST0382,Clothing,Jacket,North,In-Store,7,26.81,10,168.9
ORD01611,2023-02-28,CUST0178,Sports,Yoga Mat,West,Mobile App,6,47.6,15,242.76
ORD00568,2023-02-28,CUST0198,Clothing,T-Shirt,East,Mobile App,6,108.73,5,619.76
ORD01033,2023-02-28,CUST0380,Home & Kitchen,Air Fryer,West,Online,9,188.1,0,1692.9
ORD00109,2023-02-28,CUST0279,Beauty,Perfume,South,Mobile App,4,82.73,5,314.37
ORD00467,2023-03-01,CUST0158,Clothing,Jacket,West,In-Store,8,147.02,20,940.93
ORD00525,2023-03-01,CUST0049,Electronics,Headphones,North,Online,6,668.28,5,3809.2
ORD01578,2023-03-01,CUST0355,Clothing,Jacket,South,In-Store,6,50.02,15,255.1
ORD00828,2023-03-01,CUST0027,Beauty,Serum,South,In-Store,5,15.98,20,63.92
ORD00552,2023-03-01,CUST0390,Beauty,Lipstick,East,Mobile App,6,65.43,15,333.69
ORD00633,2023-03-01,CUST0133,Sports,Cycling Helmet,North,In-Store,1,180.86,5,171.82
ORD00503,2023-03-02,CUST0241,Home & Kitchen,Air Fryer,North,Mobile App,5,100.35,5,476.66
ORD01265,2023-03-02,CUST0264,Electronics,Headphones,East,Mobile App,3,1466.41,0,4399.23
ORD00787,2023-03-02,CUST0140,Home & Kitchen,Air Fryer,South,Online,8,173.71,15,1181.23
ORD00378,2023-03-02,CUST0398,Electronics,Tablet,South,Online,2,541.66,5,1029.15
ORD00412,2023-03-02,CUST0395,Home & Kitchen,Coffee Maker,North,In-Store,5,130.4,15,554.2
ORD01335,2023-03-02,CUST0088,Home & Kitchen,Coffee Maker,South,Online,5,110.02,10,495.09
ORD00234,2023-03-02,CUST0135,Beauty,Lipstick,East,Mobile App,7,64.89,10,408.81
ORD00931,2023-03-02,CUST0114,Books,Business Analytics,South,Mobile App,5,18.61,0,93.05
ORD01162,2023-03-02,CUST0037,Books,Data Science,East,Online,4,49.29,0,197.16
ORD00954,2023-03-02,CUST0197,Books,Data Science,West,In-Store,1,57.63,5,54.75
ORD01909,2023-03-03,CUST0203,Home & Kitchen,Air Fryer,South,Online,5,260.99,0,1304.95
ORD00921,2023-03-03,CUST0192,Sports,Running Shoes,Central,Mobile App,8,131.18,15,892.02
ORD00473,2023-03-03,CUST0487,Books,SQL Mastery,West,Online,10,50.02,0,500.2
ORD01753,2023-03-03,CUST0333,Clothing,Jeans,South,In-Store,10,39.51,20,316.08
ORD01583,2023-03-03,CUST0215,Clothing,Jeans,East,Mobile App,1,133.93,0,133.93
ORD01887,2023-03-03,CUST0414,Electronics,Smartwatch,East,In-Store,9,250.41,20,1802.95
ORD01551,2023-03-04,CUST0191,Books,Python Programming,South,Online,9,25.25,0,227.25
ORD00903,2023-03-04,CUST0472,Sports,Protein Powder,North,In-Store,9,195.46,0,1759.14
ORD00154,2023-03-04,CUST0486,Beauty,Serum,West,Online,5,16.66,0,83.3
ORD00068,2023-03-04,CUST0234,Clothing,Sneakers,South,In-Store,9,80.39,0,723.51
ORD01704,2023-03-04,CUST0445,Sports,Cycling Helmet,West,In-Store,5,23.98,0,119.9
ORD01741,2023-03-05,CUST0054,Sports,Protein Powder,South,In-Store,8,131.41,5,998.72
ORD01073,2023-03-05,CUST0025,Electronics,Headphones,North,In-Store,9,537.68,0,4839.12
ORD00389,2023-03-05,CUST0476,Electronics,Laptop,South,In-Store,8,329.45,0,2635.6
ORD01128,2023-03-05,CUST0044,Books,AI Fundamentals,North,Online,8,48.2,10,347.04
ORD00224,2023-03-05,CUST0410,Home & Kitchen,Blender,East,In-Store,6,263.77,0,1582.62
ORD01191,2023-03-05,CUST0274,Clothing,T-Shirt,West,Online,3,98.91,0,296.73
ORD01411,2023-03-05,CUST0359,Home & Kitchen,Blender,West,Mobile App,5,111.53,10,501.88
ORD01112,2023-03-05,CUST0181,Beauty,Moisturizer,West,Mobile App,8,69.25,15,470.9
ORD01205,2023-03-05,CUST0159,Books,Data Science,South,Mobile App,10,21.63,20,173.04
ORD01152,2023-03-06,CUST0436,Clothing,Jacket,Central,Mobile App,5,52.13,20,208.52
ORD01648,2023-03-06,CUST0409,Clothing,Jacket,Central,Mobile App,10,43.18,0,431.8
ORD00901,2023-03-06,CUST0226,Clothing,T-Shirt,East,In-Store,6,25.35,10,136.89
ORD01118,2023-03-07,CUST0382,Beauty,Perfume,North,Online,2,72.17,10,129.91
ORD01129,2023-03-07,CUST0032,Sports,Running Shoes,West,Online,2,179.67,20,287.47
ORD01796,2023-03-07,CUST0277,Books,SQL Mastery,East,Online,1,57.22,20,45.78
ORD01328,2023-03-07,CUST0099,Sports,Dumbbells,West,Mobile App,3,113.71,0,341.13
ORD01546,2023-03-08,CUST0311,Home & Kitchen,Vacuum,West,In-Store,4,206.91,0,827.64
ORD00511,2023-03-08,CUST0053,Electronics,Smartphone,West,Mobile App,6,494.15,0,2964.9
ORD00693,2023-03-08,CUST0092,Electronics,Smartwatch,North,Online,1,1056.56,20,845.25
ORD01815,2023-03-08,CUST0413,Sports,Protein Powder,South,Online,4,51.31,10,184.72
ORD01975,2023-03-08,CUST0272,Home & Kitchen,Vacuum,East,In-Store,2,145.83,10,262.49
ORD00242,2023-03-08,CUST0222,Clothing,Sneakers,Central,Online,3,103.17,20,247.61
ORD01672,2023-03-09,CUST0159,Beauty,Lipstick,North,In-Store,4,43.86,15,149.12
ORD01663,2023-03-09,CUST0043,Books,Python Programming,West,Online,3,45.28,20,108.67
ORD01724,2023-03-09,CUST0194,Books,AI Fundamentals,Central,Online,7,59.48,10,374.72
ORD00528,2023-03-09,CUST0357,Sports,Cycling Helmet,North,Online,3,135.04,0,405.12
ORD00823,2023-03-09,CUST0316,Electronics,Smartphone,East,In-Store,5,857.27,0,4286.35
ORD00793,2023-03-09,CUST0048,Beauty,Perfume,West,Online,8,18.64,10,134.21
ORD01818,2023-03-09,CUST0168,Books,SQL Mastery,West,In-Store,5,35.85,20,143.4
ORD00144,2023-03-09,CUST0403,Home & Kitchen,Air Fryer,Central,In-Store,3,231.82,0,695.46
ORD00396,2023-03-10,CUST0329,Home & Kitchen,Air Fryer,South,Online,3,267.87,5,763.43
ORD01692,2023-03-10,CUST0205,Clothing,T-Shirt,East,In-Store,6,70.38,20,337.82
ORD00604,2023-03-10,CUST0323,Clothing,T-Shirt,Central,Online,10,36.63,0,366.3
ORD00549,2023-03-10,CUST0071,Sports,Running Shoes,West,Mobile App,8,194.54,20,1245.06
ORD00860,2023-03-10,CUST0052,Clothing,Dress,Central,In-Store,10,51.67,0,516.7
ORD01338,2023-03-10,CUST0210,Home & Kitchen,Blender,Central,In-Store,9,285.54,0,2569.86
ORD00686,2023-03-10,CUST0129,Beauty,Lipstick,North,In-Store,7,12.35,0,86.45
ORD01231,2023-03-10,CUST0102,Sports,Dumbbells,West,Online,3,47.63,15,121.46
ORD00950,2023-03-10,CUST0016,Electronics,Headphones,North,Mobile App,4,836.14,15,2842.88
ORD01336,2023-03-10,CUST0139,Books,Python Programming,North,Mobile App,3,24.59,0,73.77
ORD00372,2023-03-11,CUST0100,Books,Data Science,West,Mobile App,1,53.28,5,50.62
ORD00717,2023-03-11,CUST0247,Electronics,Tablet,Central,Online,3,852.37,20,2045.69
ORD00736,2023-03-12,CUST0159,Clothing,Jeans,Central,Online,4,95.53,20,305.7
ORD00812,2023-03-12,CUST0329,Beauty,Foundation,West,In-Store,3,82.37,0,247.11
ORD01366,2023-03-12,CUST0061,Books,AI Fundamentals,South,In-Store,4,22.12,0,88.48
ORD00072,2023-03-12,CUST0078,Home & Kitchen,Air Fryer,South,In-Store,9,116.32,0,1046.88
ORD01498,2023-03-12,CUST0270,Clothing,Dress,West,Mobile App,7,121.71,0,851.97
ORD01998,2023-03-12,CUST0257,Electronics,Laptop,East,In-Store,4,484.7,0,1938.8
ORD01542,2023-03-12,CUST0060,Beauty,Lipstick,West,Online,7,57.27,10,360.8
ORD00916,2023-03-12,CUST0103,Clothing,Sneakers,South,In-Store,10,80.08,20,640.64
ORD01365,2023-03-13,CUST0151,Clothing,T-Shirt,West,Online,6,27.75,0,166.5
ORD01239,2023-03-13,CUST0014,Electronics,Laptop,Central,Online,7,794.0,15,4724.3
ORD01107,2023-03-13,CUST0372,Electronics,Headphones,Central,In-Store,2,316.63,20,506.61
ORD01349,2023-03-13,CUST0246,Beauty,Serum,Central,In-Store,2,103.8,0,207.6
ORD01745,2023-03-13,CUST0076,Beauty,Serum,Central,In-Store,10,72.51,0,725.1
ORD01638,2023-03-13,CUST0384,Sports,Cycling Helmet,Central,In-Store,9,46.58,5,398.26
ORD00433,2023-03-13,CUST0063,Books,SQL Mastery,North,Online,8,22.49,0,179.92
ORD01679,2023-03-13,CUST0240,Electronics,Smartwatch,Central,In-Store,3,1055.83,5,3009.12
ORD01968,2023-03-13,CUST0404,Beauty,Foundation,East,In-Store,1,56.16,20,44.93
ORD00371,2023-03-13,CUST0096,Beauty,Lipstick,East,In-Store,8,71.04,0,568.32
ORD00600,2023-03-13,CUST0226,Sports,Cycling Helmet,South,Online,1,179.13,10,161.22
ORD00238,2023-03-13,CUST0122,Books,Python Programming,West,Online,4,16.07,20,51.42
ORD00725,2023-03-14,CUST0356,Books,Business Analytics,North,In-Store,10,37.44,15,318.24
ORD00854,2023-03-14,CUST0251,Beauty,Perfume,North,In-Store,2,35.63,0,71.26
ORD01103,2023-03-14,CUST0192,Books,AI Fundamentals,Central,Online,9,32.3,0,290.7
ORD01144,2023-03-14,CUST0149,Electronics,Laptop,West,Online,9,665.25,0,5987.25
ORD01805,2023-03-14,CUST0434,Electronics,Headphones,South,Online,6,1148.52,0,6891.12
ORD00607,2023-03-15,CUST0407,Sports,Dumbbells,Central,Online,7,55.58,10,350.15
ORD00926,2023-03-15,CUST0007,Beauty,Serum,South,Mobile App,10,20.54,0,205.4
ORD00216,2023-03-15,CUST0150,Books,Data Science,West,Online,10,41.6,0,416.0
ORD01982,2023-03-15,CUST0187,Sports,Cycling Helmet,North,In-Store,5,158.83,15,675.03
ORD01282,2023-03-15,CUST0275,Sports,Yoga Mat,South,Online,7,189.78,15,1129.19
ORD01428,2023-03-15,CUST0322,Sports,Running Shoes,North,Mobile App,5,136.96,0,684.8
ORD01254,2023-03-16,CUST0418,Electronics,Tablet,East,Online,8,211.95,0,1695.6
ORD00755,2023-03-16,CUST0092,Home & Kitchen,Vacuum,North,In-Store,3,265.25,0,795.75
ORD01318,2023-03-16,CUST0219,Electronics,Smartphone,North,Mobile App,5,721.67,0,3608.35
ORD01399,2023-03-16,CUST0328,Home & Kitchen,Cookware Set,South,In-Store,3,40.34,5,114.97
ORD00318,2023-03-16,CUST0009,Home & Kitchen,Cookware Set,East,Mobile App,4,42.34,15,143.96
ORD01708,2023-03-16,CUST0325,Clothing,T-Shirt,West,In-Store,3,89.55,15,228.35
ORD01688,2023-03-17,CUST0103,Sports,Cycling Helmet,South,In-Store,1,45.59,15,38.75
ORD01582,2023-03-17,CUST0295,Home & Kitchen,Blender,West,Mobile App,7,52.01,10,327.66
ORD00973,2023-03-17,CUST0124,Books,Data Science,South,Mobile App,6,36.11,5,205.83
ORD01224,2023-03-17,CUST0131,Beauty,Lipstick,South,Mobile App,8,38.75,15,263.5
ORD01030,2023-03-18,CUST0066,Home & Kitchen,Cookware Set,East,Online,8,148.09,0,1184.72
ORD00197,2023-03-18,CUST0171,Sports,Running Shoes,North,Mobile App,10,61.62,20,492.96
ORD01937,2023-03-19,CUST0084,Clothing,Jacket,West,Online,9,59.42,0,534.78
ORD01013,2023-03-19,CUST0285,Clothing,Jacket,West,Online,8,115.79,20,741.06
ORD01935,2023-03-19,CUST0491,Electronics,Headphones,South,In-Store,6,1411.03,0,8466.18
ORD01993,2023-03-19,CUST0053,Beauty,Lipstick,Central,Online,2,64.63,0,129.26
ORD01589,2023-03-19,CUST0459,Clothing,Sneakers,North,Mobile App,9,139.12,0,1252.08
ORD00505,2023-03-19,CUST0071,Sports,Protein Powder,South,In-Store,1,70.2,20,56.16
ORD01781,2023-03-19,CUST0448,Beauty,Moisturizer,South,Mobile App,7,45.7,20,255.92
ORD01171,2023-03-20,CUST0488,Books,Data Science,East,Mobile App,1,38.38,0,38.38
ORD00782,2023-03-20,CUST0098,Sports,Protein Powder,East,In-Store,8,19.61,10,141.19
ORD01922,2023-03-20,CUST0233,Sports,Protein Powder,Central,In-Store,8,61.26,5,465.58
ORD00187,2023-03-20,CUST0390,Electronics,Smartphone,North,Online,3,532.76,10,1438.45
ORD00562,2023-03-21,CUST0021,Books,Business Analytics,South,In-Store,8,10.28,15,69.9
ORD01750,2023-03-21,CUST0301,Sports,Protein Powder,Central,In-Store,6,181.5,15,925.65
ORD00775,2023-03-21,CUST0322,Sports,Cycling Helmet,West,Mobile App,3,162.49,5,463.1
ORD01676,2023-03-21,CUST0276,Beauty,Lipstick,Central,Online,10,14.04,5,133.38
ORD01621,2023-03-22,CUST0145,Electronics,Smartwatch,East,Online,8,717.32,0,5738.56
ORD00430,2023-03-22,CUST0414,Home & Kitchen,Cookware Set,East,Mobile App,2,101.55,0,203.1
ORD01157,2023-03-22,CUST0479,Clothing,Jacket,East,In-Store,7,75.25,10,474.07
ORD00237,2023-03-22,CUST0365,Home & Kitchen,Blender,South,In-Store,5,178.5,0,892.5
ORD01184,2023-03-22,CUST0141,Books,Data Science,Central,In-Store,1,29.68,0,29.68
ORD00683,2023-03-22,CUST0256,Books,Python Programming,North,Mobile App,2,28.57,0,57.14
ORD01770,2023-03-22,CUST0099,Home & Kitchen,Vacuum,West,Online,3,86.78,0,260.34
ORD01082,2023-03-22,CUST0484,Beauty,Lipstick,Central,In-Store,1,60.1,15,51.09
ORD01368,2023-03-22,CUST0016,Books,Data Science,South,In-Store,10,33.84,20,270.72
ORD00015,2023-03-23,CUST0406,Electronics,Laptop,West,Mobile App,3,1319.43,15,3364.55
ORD00508,2023-03-23,CUST0251,Home & Kitchen,Coffee Maker,North,Online,3,235.52,10,635.9
ORD00977,2023-03-23,CUST0140,Sports,Cycling Helmet,South,Online,1,134.68,0,134.68
ORD00288,2023-03-23,CUST0208,Clothing,T-Shirt,Central,Mobile App,8,106.81,0,854.48
ORD00004,2023-03-23,CUST0358,Clothing,Dress,West,In-Store,1,96.6,20,77.28
ORD01996,2023-03-23,CUST0060,Clothing,Sneakers,East,Online,4,126.97,5,482.49
ORD00485,2023-03-23,CUST0034,Sports,Protein Powder,East,Mobile App,1,175.43,10,157.89
ORD01972,2023-03-23,CUST0250,Sports,Protein Powder,North,In-Store,7,148.89,5,990.12
ORD00443,2023-03-23,CUST0052,Sports,Protein Powder,South,Mobile App,10,81.13,0,811.3
ORD01907,2023-03-23,CUST0462,Beauty,Lipstick,West,Online,2,17.76,0,35.52
ORD01423,2023-03-23,CUST0224,Sports,Dumbbells,South,Online,6,89.58,10,483.73
ORD01737,2023-03-23,CUST0126,Beauty,Moisturizer,West,Mobile App,6,98.41,20,472.37
ORD01962,2023-03-24,CUST0034,Home & Kitchen,Coffee Maker,North,Online,5,173.25,0,866.25
ORD00936,2023-03-24,CUST0438,Clothing,Jacket,Central,Mobile App,6,143.34,0,860.04
ORD01619,2023-03-24,CUST0467,Books,AI Fundamentals,East,In-Store,4,52.99,0,211.96
ORD00762,2023-03-24,CUST0345,Home & Kitchen,Blender,East,Mobile App,7,43.24,0,302.68
ORD00461,2023-03-24,CUST0375,Home & Kitchen,Blender,North,Mobile App,3,50.03,5,142.59
ORD01876,2023-03-24,CUST0376,Electronics,Laptop,South,Online,9,998.01,5,8532.99
ORD00581,2023-03-24,CUST0095,Beauty,Serum,South,Mobile App,9,33.29,0,299.61
ORD00051,2023-03-25,CUST0500,Beauty,Lipstick,South,In-Store,4,111.83,20,357.86
ORD01989,2023-03-25,CUST0301,Home & Kitchen,Coffee Maker,South,In-Store,8,220.7,0,1765.6
ORD00927,2023-03-25,CUST0053,Home & Kitchen,Air Fryer,South,Online,7,240.28,0,1681.96
ORD00490,2023-03-25,CUST0438,Home & Kitchen,Blender,Central,Online,7,106.97,0,748.79
ORD00283,2023-03-25,CUST0375,Sports,Running Shoes,West,Mobile App,2,50.67,0,101.34
ORD01344,2023-03-25,CUST0454,Beauty,Lipstick,South,In-Store,1,81.23,0,81.23
ORD00084,2023-03-25,CUST0494,Books,SQL Mastery,East,Online,2,58.19,20,93.1
ORD01594,2023-03-26,CUST0061,Books,SQL Mastery,East,In-Store,6,25.72,0,154.32
ORD00893,2023-03-26,CUST0142,Clothing,Jacket,North,Mobile App,2,144.57,0,289.14
ORD00110,2023-03-26,CUST0406,Clothing,Jacket,East,Mobile App,2,127.46,0,254.92
ORD01295,2023-03-26,CUST0295,Beauty,Moisturizer,North,Online,4,18.44,0,73.76
ORD00077,2023-03-26,CUST0431,Electronics,Tablet,West,Online,7,636.97,15,3789.97
ORD01888,2023-03-27,CUST0461,Electronics,Headphones,North,In-Store,10,1087.94,10,9791.46
ORD00701,2023-03-27,CUST0406,Books,Business Analytics,South,Mobile App,7,43.72,0,306.04
ORD00436,2023-03-28,CUST0474,Electronics,Headphones,Central,In-Store,8,359.29,0,2874.32
ORD01751,2023-03-28,CUST0446,Books,Business Analytics,Central,In-Store,8,28.9,15,196.52
ORD01944,2023-03-28,CUST0187,Books,AI Fundamentals,East,Online,10,10.8,5,102.6
ORD00586,2023-03-28,CUST0003,Books,SQL Mastery,East,Online,6,28.22,5,160.85
ORD00946,2023-03-28,CUST0034,Sports,Cycling Helmet,East,Online,2,143.58,15,244.09
ORD01870,2023-03-29,CUST0012,Books,AI Fundamentals,Central,In-Store,7,34.86,0,244.02
ORD01448,2023-03-29,CUST0308,Electronics,Headphones,East,Mobile App,2,747.61,5,1420.46
ORD00996,2023-03-30,CUST0352,Sports,Cycling Helmet,Central,In-Store,3,176.6,0,529.8
ORD00855,2023-03-30,CUST0324,Books,Data Science,North,In-Store,3,22.13,0,66.39
ORD01668,2023-03-30,CUST0326,Electronics,Headphones,North,In-Store,9,991.09,5,8473.82
ORD00307,2023-03-31,CUST0321,Home & Kitchen,Blender,West,Mobile App,10,180.31,15,1532.63
ORD01486,2023-03-31,CUST0136,Beauty,Perfume,East,In-Store,8,108.91,10,784.15
ORD00432,2023-03-31,CUST0016,Sports,Protein Powder,West,In-Store,5,24.06,0,120.3
ORD00061,2023-03-31,CUST0316,Clothing,Jeans,Central,In-Store,7,74.66,15,444.23
ORD00624,2023-03-31,CUST0328,Beauty,Perfume,West,In-Store,10,41.51,0,415.1
ORD00900,2023-03-31,CUST0430,Books,Python Programming,South,Online,5,45.59,0,227.95
ORD00863,2023-03-31,CUST0313,Clothing,Jacket,North,Mobile App,7,88.0,0,616.0
ORD00280,2023-04-01,CUST0479,Beauty,Moisturizer,North,In-Store,3,110.46,5,314.81
ORD01886,2023-04-01,CUST0260,Home & Kitchen,Vacuum,South,In-Store,8,77.77,15,528.84
ORD01343,2023-04-01,CUST0097,Electronics,Tablet,Central,In-Store,3,435.97,20,1046.33
ORD01736,2023-04-01,CUST0499,Beauty,Perfume,West,Mobile App,4,58.8,20,188.16
ORD01764,2023-04-01,CUST0169,Home & Kitchen,Cookware Set,Central,In-Store,8,192.37,15,1308.12
ORD01355,2023-04-02,CUST0220,Home & Kitchen,Blender,Central,In-Store,10,271.81,0,2718.1
ORD00416,2023-04-02,CUST0477,Clothing,T-Shirt,North,Mobile App,7,81.33,0,569.31
ORD00573,2023-04-02,CUST0407,Sports,Running Shoes,East,Mobile App,2,22.01,0,44.02
ORD01899,2023-04-02,CUST0261,Electronics,Tablet,East,Mobile App,9,1160.1,20,8352.72
ORD00056,2023-04-02,CUST0298,Books,Business Analytics,East,Online,2,56.96,0,113.92
ORD00646,2023-04-03,CUST0293,Home & Kitchen,Air Fryer,South,Mobile App,5,260.67,5,1238.18
ORD01442,2023-04-03,CUST0415,Books,SQL Mastery,East,In-Store,1,27.61,0,27.61
ORD01545,2023-04-03,CUST0145,Clothing,T-Shirt,North,In-Store,3,29.96,5,85.39
ORD00769,2023-04-03,CUST0453,Books,AI Fundamentals,Central,Online,8,35.99,5,273.52
ORD00750,2023-04-03,CUST0399,Sports,Cycling Helmet,Central,Mobile App,9,31.73,0,285.57
ORD00172,2023-04-03,CUST0140,Beauty,Perfume,East,In-Store,5,12.89,0,64.45
ORD01757,2023-04-04,CUST0354,Sports,Protein Powder,South,Online,4,111.75,0,447.0
ORD01360,2023-04-04,CUST0393,Beauty,Serum,West,In-Store,6,25.91,0,155.46
ORD01766,2023-04-04,CUST0250,Beauty,Perfume,North,In-Store,8,65.34,0,522.72
ORD01768,2023-04-04,CUST0100,Sports,Running Shoes,North,Online,9,133.01,20,957.67
ORD01880,2023-04-05,CUST0134,Beauty,Foundation,West,Online,8,106.7,0,853.6
ORD01528,2023-04-05,CUST0350,Home & Kitchen,Cookware Set,Central,In-Store,2,183.44,0,366.88
ORD00760,2023-04-05,CUST0076,Books,SQL Mastery,North,Mobile App,4,51.01,0,204.04
ORD00468,2023-04-05,CUST0190,Sports,Running Shoes,West,In-Store,9,31.86,5,272.4
ORD01333,2023-04-05,CUST0002,Books,AI Fundamentals,South,Mobile App,5,30.04,0,150.2
ORD00321,2023-04-05,CUST0470,Clothing,Jacket,Central,Mobile App,9,42.0,5,359.1
ORD01958,2023-04-05,CUST0260,Home & Kitchen,Vacuum,North,Online,1,263.55,5,250.37
ORD01035,2023-04-06,CUST0109,Sports,Cycling Helmet,South,Online,5,130.4,0,652.0
ORD00337,2023-04-06,CUST0349,Clothing,Jacket,Central,Mobile App,7,91.89,5,611.07
ORD00225,2023-04-06,CUST0255,Sports,Cycling Helmet,West,In-Store,7,180.51,0,1263.57
ORD00037,2023-04-06,CUST0036,Books,Python Programming,Central,Online,9,12.84,0,115.56
ORD00673,2023-04-06,CUST0498,Electronics,Smartphone,North,In-Store,9,264.52,0,2380.68
ORD01900,2023-04-06,CUST0457,Beauty,Moisturizer,South,Mobile App,2,110.17,5,209.32
ORD00370,2023-04-06,CUST0250,Sports,Protein Powder,Central,Mobile App,7,40.51,5,269.39
ORD00601,2023-04-06,CUST0081,Electronics,Smartwatch,East,Mobile App,4,1036.52,0,4146.08
ORD00739,2023-04-07,CUST0055,Sports,Running Shoes,South,Online,5,96.96,0,484.8
ORD01884,2023-04-07,CUST0326,Electronics,Smartwatch,Central,In-Store,2,932.37,0,1864.74
ORD00543,2023-04-07,CUST0062,Clothing,Dress,West,Online,10,33.9,0,339.0
ORD01226,2023-04-07,CUST0449,Beauty,Perfume,West,Online,2,117.16,10,210.89
ORD00810,2023-04-07,CUST0285,Books,Python Programming,West,In-Store,8,43.12,0,344.96
ORD01151,2023-04-07,CUST0438,Beauty,Lipstick,Central,In-Store,10,111.31,10,1001.79
ORD01959,2023-04-07,CUST0359,Clothing,Jeans,North,Mobile App,9,54.22,10,439.18
ORD00699,2023-04-08,CUST0099,Electronics,Laptop,Central,Mobile App,9,1142.72,5,9770.26
ORD00850,2023-04-08,CUST0072,Beauty,Serum,North,Online,8,63.52,15,431.94
ORD00849,2023-04-08,CUST0154,Clothing,Jeans,West,Online,7,92.08,15,547.88
ORD01487,2023-04-08,CUST0022,Sports,Protein Powder,Central,Mobile App,5,92.2,0,461.0
ORD00314,2023-04-08,CUST0493,Clothing,Jacket,North,Mobile App,1,59.41,0,59.41
ORD01252,2023-04-08,CUST0434,Books,Data Science,West,In-Store,10,25.54,10,229.86
ORD00499,2023-04-08,CUST0176,Electronics,Smartwatch,South,Mobile App,10,1120.49,20,8963.92
ORD00035,2023-04-08,CUST0152,Beauty,Perfume,South,Online,8,82.81,0,662.48
ORD01790,2023-04-08,CUST0385,Electronics,Smartwatch,North,Mobile App,10,1399.25,15,11893.62
ORD01434,2023-04-09,CUST0311,Books,Data Science,North,Mobile App,5,17.92,0,89.6
ORD01712,2023-04-09,CUST0293,Home & Kitchen,Blender,East,In-Store,7,255.95,0,1791.65
ORD01048,2023-04-09,CUST0241,Beauty,Foundation,East,In-Store,5,12.29,15,52.23
ORD01915,2023-04-10,CUST0172,Home & Kitchen,Vacuum,West,Online,3,47.19,15,120.33
ORD01835,2023-04-10,CUST0128,Sports,Dumbbells,East,Online,7,134.53,10,847.54
ORD00873,2023-04-10,CUST0324,Sports,Dumbbells,East,In-Store,3,86.66,5,246.98
ORD01597,2023-04-10,CUST0004,Books,Data Science,West,Online,9,57.99,10,469.72
ORD01117,2023-04-10,CUST0338,Home & Kitchen,Vacuum,Central,Mobile App,3,165.09,10,445.74
